#ID ra dec P r ug gr ri iz gN gAmpl rN rAmpl iN iAmpl zQSO MiQSO cl
3764092 53.267112 0.869661 403.4138726 18.02 0.15 0.12 -0.08 0.61 69 0.313 71 0.257 70 0.263 0.3 -22.627 QSO
3764695 50.969846 0.687916 3336.956105 19.34 -0.12 0.21 -0.04 -0.08 69 0.705 67 0.488 68 0.495 1.25 -25.182 QSO
3764990 52.933956 0.154506 2500.2460003 19.33 0.02 0.01 0.08 0.09 69 0.323 71 0.251 71 0.228 1.98 -26.096 QSO
3765394 51.763565 0.455677 2365.3406436 19.78 -0.14 0.03 0.13 0.18 69 0.767 70 0.652 73 0.579 1.98 -26.004 QSO
3767330 53.622671 0.103055 2023.2759017 17.11 0.09 0.12 -0.13 0.42 71 0.227 71 0.198 69 0.221 0.35 -23.912 QSO
3767503 51.369723 0.917185 2500.2459501 18.93 0.17 0.08 0.07 0.12 74 0.569 72 0.513 72 0.474 0.8 -24.645 QSO
3769444 54.024414 1.028964 2048.4880297 18.22 0.12 0.3 -0.03 -0.15 72 0.446 72 0.33 71 0.447 1.14 -25.813 QSO
3769526 50.906841 0.598785 2926.8457663 17.37 0.06 0.11 0.26 -0.16 72 0.546 72 0.475 73 0.411 0.22 -22.79 QSO
3770302 50.635747 0.613649 3321.033826 19.12 0.21 0.01 0.15 -0.0 72 0.444 72 0.374 73 0.357 1.6 -26.075 QSO
3770314 50.104101 0.738348 2593.986444 19.0 0.31 0.09 0.27 0.19 57 0.622 59 0.487 58 0.392 0.45 -22.914 QSO
3770715 53.685809 0.105093 1157.6842149 19.62 0.28 0.13 -0.03 0.13 64 0.581 65 0.464 64 0.397 2.13 -25.92 QSO
3771495 54.364779 1.162325 3254.7650718 19.82 0.17 0.21 -0.01 0.08 63 0.422 66 0.409 66 0.454 1.01 -23.935 QSO
3771870 52.879903 -0.035511 3292.6111184 19.6 0.41 -0.02 0.22 0.05 65 0.446 65 0.402 65 0.709 1.77 -25.793 QSO
3771890 50.304693 -0.762469 3321.033788 19.66 0.14 0.1 0.1 0.19 72 0.888 74 0.814 71 0.761 2.01 -25.664 QSO
3772289 53.112223 -0.466291 0.997727 19.21 0.1 0.24 0.01 -0.05 66 0.371 66 0.203 66 0.205 1.27 -25.135 QSO
3772715 50.595932 -0.134299 3303.5866033 18.74 0.53 0.22 0.28 -0.01 68 0.24 68 0.244 69 0.235 0.62 -24.12 QSO
3772828 53.325408 0.148843 1247.7507503 19.11 0.54 0.14 -0.05 0.07 67 0.469 71 0.301 72 0.274 2.5 -26.584 QSO
3773514 54.298607 0.728818 2528.2533554 20.15 -0.0 -0.0 0.22 0.1 65 0.404 66 0.363 66 0.31 1.92 -25.336 QSO
3773579 54.318986 0.134207 3058.4404325 19.04 -0.01 0.2 -0.06 -0.08 70 0.442 70 0.29 71 0.259 1.33 -25.366 QSO
3773929 54.542356 0.390339 2348.5193575 19.39 -0.06 0.2 -0.08 -0.09 63 0.867 65 0.647 66 0.656 1.12 -24.813 QSO
3774192 51.59472 0.347669 811.6877593 20.04 0.4 -0.02 -0.01 0.2 64 0.392 65 0.349 64 0.426 2.32 -25.467 QSO
3774727 52.005238 -0.709184 947.4994629 19.21 0.16 0.23 -0.01 -0.05 70 0.279 72 0.232 71 0.217 1.02 -24.468 QSO
3774825 51.661903 -0.02581 3254.7651138 19.17 0.22 0.35 0.06 0.03 58 0.595 61 0.489 60 0.452 1.26 -25.17 QSO
3776743 51.65098 -0.260693 3321.033858 19.99 0.59 -0.03 -0.01 0.21 71 0.446 72 0.418 69 0.428 2.39 -25.628 QSO
3777061 50.935759 0.952443 3255.2708741 19.22 0.43 0.13 0.21 0.04 70 0.335 68 0.271 68 0.275 1.77 -25.903 QSO
3777392 53.626609 -0.972363 2923.5272919 19.24 0.93 0.15 0.08 0.05 65 0.418 66 0.419 66 0.368 2.76 -26.767 QSO
3777621 52.518679 0.986459 2962.0030894 17.96 0.05 0.31 0.02 -0.02 74 0.298 74 0.225 72 0.216 1.21 -26.272 QSO
3777639 54.728253 -0.089162 1984.1306924 18.3 1.29 0.17 0.07 0.01 65 0.18 66 0.224 64 0.142 3.05 -28.161 QSO
3778003 51.35182 -0.553241 2889.4336523 17.84 0.32 0.01 -0.13 0.16 66 0.674 68 0.715 67 0.626 0.79 -24.749 QSO
3779089 54.976071 -0.348595 2100.8455506 19.26 0.54 0.03 0.07 0.15 70 0.487 72 0.394 70 0.322 2.32 -26.448 QSO
3779322 51.466827 1.100861 3336.956112 19.04 0.47 0.13 0.29 -0.02 67 0.77 68 0.69 66 0.552 0.59 -23.645 QSO
3779450 52.301526 0.940509 3304.3451969 18.87 0.05 0.27 -0.06 -0.11 70 0.609 70 0.425 71 0.446 1.14 -25.311 QSO
3780774 53.7507 -0.523896 1698.4961969 19.82 0.48 0.05 -0.05 0.15 65 0.442 65 0.518 64 0.345 2.58 -26.173 QSO
3781759 50.194531 -0.291881 3321.033909 19.43 0.33 0.27 -0.03 0.06 66 0.662 70 0.572 66 0.637 1.17 -24.922 QSO
3782606 52.421359 -0.379622 2948.7206035 19.99 0.42 0.09 -0.06 0.16 71 0.51 72 0.398 72 0.451 2.42 -25.747 QSO
3783975 53.505867 -0.978981 3126.4223202 19.76 0.08 0.08 0.1 0.18 64 0.675 66 0.601 67 0.465 2.12 -25.639 QSO
3784209 53.00972 -0.627499 2901.1693629 17.83 0.47 0.03 0.15 -0.14 134 0.592 137 0.595 137 0.505 0.61 -24.621 QSO
3784257 53.747173 -0.955481 1550.9738696 19.76 0.17 -0.11 0.24 0.25 62 0.7 63 0.597 62 0.47 0.49 -22.658 QSO
3784317 53.056471 -0.123607 2923.5273582 19.28 0.14 0.14 0.08 0.2 66 0.457 66 0.386 67 0.397 2.07 -26.23 QSO
3784436 50.813181 -1.142157 1529.2201022 19.67 0.54 0.1 0.01 0.24 72 0.504 72 0.465 71 0.523 2.5 -26.091 QSO
3785169 54.406941 -0.077026 1002.6011357 19.53 0.55 0.01 -0.03 0.19 66 0.268 65 0.262 66 0.262 2.4 -26.193 QSO
3785231 53.745095 -0.415662 2411.3759453 19.51 0.47 0.04 -0.01 0.19 110 0.418 110 0.369 110 0.366 2.36 -26.157 QSO
3785650 52.416284 0.855474 2314.1067482 19.84 0.21 0.11 0.06 0.22 63 0.796 64 0.792 63 0.684 0.91 -23.986 QSO
3785736 53.252144 -0.443202 3320.1875122 18.67 0.08 0.24 0.21 -0.02 64 0.509 64 0.39 63 0.338 1.5 -26.395 QSO
3787294 50.428486 -0.540494 2958.4351341 19.1 0.51 0.08 0.16 0.02 68 0.604 68 0.583 69 0.545 0.65 -24.014 QSO
3787828 54.988313 0.921209 2975.4058498 19.42 0.07 0.12 -0.01 -0.02 68 0.525 71 0.389 69 0.396 1.24 -25.043 QSO
3788347 52.977209 -0.013945 0.9976156 19.56 -0.05 0.24 -0.02 -0.12 64 0.491 65 0.339 63 0.337 1.22 -24.721 QSO
3788761 50.121237 -0.714132 3287.8234669 20.22 0.31 -0.04 0.08 0.32 69 0.722 73 0.684 70 0.556 2.17 -25.455 QSO
3789822 53.296567 0.284021 1790.5574443 19.23 0.29 -0.09 0.19 -0.03 68 0.317 67 0.287 67 0.234 0.58 -23.34 QSO
3790180 50.271294 -0.117715 2642.868298 20.01 -0.1 0.03 0.17 0.18 69 0.42 70 0.372 69 0.361 1.96 -25.501 QSO
3791889 52.97617 -0.61393 2958.4351419 19.61 0.99 0.24 -0.01 -0.07 69 0.526 68 0.472 69 0.459 3.12 -26.696 QSO
3792217 53.076492 -0.45759 2962.8578905 19.66 0.09 -0.05 0.16 -0.02 65 0.821 66 0.861 66 0.752 1.71 -25.042 QSO
3793103 50.337993 -0.022595 3254.7651421 18.96 0.0 0.0 0.2 0.03 67 0.326 69 0.335 68 0.289 1.71 -26.191 QSO
3793989 50.282827 0.992589 2365.3406373 18.81 0.41 -0.01 -0.13 0.3 70 0.304 72 0.335 73 0.306 0.75 -24.095 QSO
3794308 51.331085 -0.750289 1905.9846106 18.6 0.5 0.26 0.08 0.16 74 0.357 74 0.315 71 0.307 0.79 -24.76 QSO
3794970 53.444985 1.009828 3255.2707888 19.38 0.21 0.02 0.16 -0.1 69 0.81 70 0.674 69 0.581 1.61 -25.559 QSO
3795679 53.467677 0.566203 1127.9328754 19.89 0.02 0.16 0.25 -0.29 53 0.726 55 0.492 56 0.599 1.52 -25.079 QSO
3795949 52.154836 -0.586775 3336.956109 19.49 -0.03 0.24 0.07 -0.06 65 0.451 67 0.347 67 0.354 1.4 -25.156 QSO
3796023 50.375528 -0.818761 2423.4570631 20.26 0.2 -0.06 0.21 -0.08 66 0.605 68 0.433 68 0.366 1.63 -24.653 QSO
3796954 51.8513 -0.857841 2348.5193439 19.13 0.14 0.09 0.1 0.0 64 0.217 64 0.187 67 0.233 1.9 -26.174 QSO
3796982 53.48491 0.931175 2630.2587857 19.01 0.08 0.19 -0.12 0.01 70 0.414 69 0.3 69 0.358 1.05 -24.932 QSO
3797288 50.685208 0.486439 2988.9305433 20.0 0.44 -0.02 -0.02 0.16 69 0.279 70 0.329 70 0.297 2.39 -25.767 QSO
3797289 52.948525 0.228665 1949.0134347 19.71 0.09 0.17 -0.01 -0.01 62 0.439 64 0.291 64 0.329 1.26 -24.702 QSO
3797798 52.51809 0.150488 2035.8038985 19.14 -0.02 0.02 0.3 0.03 72 0.355 73 0.36 73 0.329 1.8 -26.083 QSO
3798013 51.440424 -0.139049 3249.429244 18.9 0.48 0.1 0.06 0.06 65 0.433 67 0.363 66 0.348 0.71 -23.867 QSO
3798735 51.929764 0.580579 525.5708471 18.93 0.15 0.08 0.06 0.42 46 0.288 47 0.201 48 0.28 0.39 -22.429 QSO
3799176 50.957789 -0.040005 2435.0742859 19.68 0.55 0.21 0.04 0.26 58 0.691 59 0.733 60 0.578 0.83 -23.603 QSO
3800321 52.655929 0.598333 3321.033815 19.68 0.08 0.24 0.22 -0.21 68 0.915 70 0.722 70 0.667 1.52 -25.555 QSO
3800685 50.463504 -0.222969 1296.9716618 19.34 0.06 0.26 -0.06 -0.16 67 0.492 70 0.356 69 0.384 1.15 -24.641 QSO
3800711 50.69719 0.057255 3321.033885 17.36 0.45 0.1 0.18 -0.09 71 0.347 72 0.332 71 0.276 0.6 -25.223 QSO
3801111 53.394703 -0.272632 1309.8897192 19.97 -0.1 -0.09 0.21 -0.0 67 0.444 70 0.367 68 0.304 1.83 -25.373 QSO
3802565 52.973873 0.340733 2889.4336431 19.98 0.03 -0.1 0.15 -0.11 64 0.377 66 0.415 66 0.355 1.75 -25.321 QSO
3802906 53.814974 0.483584 3321.03385 18.06 0.29 -0.02 0.09 0.22 72 0.291 71 0.274 72 0.206 2.24 -27.618 QSO
3802995 50.493359 -0.184093 3207.3655824 19.32 0.13 0.1 0.15 0.3 67 1.013 69 0.916 69 0.814 2.15 -26.875 QSO
3803226 50.379494 -0.509567 2889.4336297 19.21 0.32 0.26 0.31 -0.01 68 0.452 68 0.334 69 0.328 1.62 -25.806 QSO
3803345 51.610306 -0.591352 2465.3613386 19.46 0.51 0.09 0.06 0.01 62 0.429 64 0.437 63 0.464 0.65 -23.145 QSO
3803775 53.464705 0.394908 2700.4786042 18.65 -0.12 -0.02 0.23 0.02 67 0.361 67 0.356 67 0.315 1.81 -26.56 QSO
3804176 53.374574 -0.445163 2628.8471924 17.02 0.14 0.15 0.16 -0.05 65 0.229 64 0.215 65 0.166 1.49 -27.772 QSO
3805560 54.285218 -0.104011 3336.956125 18.54 0.26 0.03 0.1 -0.1 66 0.718 67 0.614 67 0.529 1.66 -26.119 QSO
3805976 54.913473 -0.005583 2906.380483 18.89 0.1 0.05 0.12 -0.07 107 0.533 109 0.422 110 0.37 1.49 -26.093 QSO
3805989 50.956386 -0.497175 3336.956107 17.7 0.04 0.08 0.17 0.03 67 0.525 68 0.465 68 0.377 1.63 -27.157 QSO
3806253 52.176492 0.784658 2032.9707044 19.27 0.03 0.31 -0.0 -0.09 65 0.46 67 0.362 66 0.357 1.31 -25.055 QSO
3806514 53.702535 -0.786944 1573.1211119 19.48 -0.0 0.28 -0.01 -0.11 68 0.577 67 0.418 68 0.368 1.14 -24.388 QSO
3806567 53.075155 1.113484 1825.1802611 18.37 0.28 0.13 0.18 0.08 65 0.334 66 0.275 66 0.256 0.48 -23.694 QSO
3806869 50.769132 -0.094606 2110.9118496 19.93 0.14 0.1 0.03 0.18 62 0.47 64 0.416 65 0.478 0.82 -23.391 QSO
3806974 52.451842 1.059341 3336.956102 18.19 0.44 -0.0 -0.12 0.36 69 0.865 71 0.948 70 0.923 0.74 -25.373 QSO
3807685 53.420862 1.147933 3336.956109 19.39 0.46 0.22 0.16 -0.0 66 0.26 67 0.252 66 0.234 1.78 -25.865 QSO
3807775 54.880143 -0.416322 3320.1875082 18.79 0.11 0.01 0.21 -0.11 125 0.488 126 0.395 124 0.323 1.67 -26.572 QSO
3809728 53.091138 0.013588 0.9968751 18.79 0.19 0.46 -0.0 0.07 70 0.626 72 0.222 72 0.205 1.3 -25.468 QSO
3810177 51.799154 0.242595 3270.8777761 19.74 0.36 0.26 0.29 0.08 65 0.629 66 0.501 67 0.52 1.65 -25.124 QSO
3810403 54.574406 -0.253069 3321.033813 18.54 0.08 0.11 0.07 0.21 71 0.225 70 0.205 69 0.214 2.08 -26.908 QSO
3810517 52.410349 0.497711 3271.4661304 18.83 -0.02 0.22 0.03 -0.07 69 0.43 71 0.355 71 0.335 1.13 -24.949 QSO
3810600 52.958642 -0.386423 3321.033851 19.12 0.17 -0.11 0.21 0.21 71 0.221 72 0.209 71 0.189 2.19 -26.582 QSO
3811540 51.740748 0.040225 2962.003099 19.36 0.05 -0.06 0.22 -0.08 67 0.382 69 0.338 67 0.222 1.73 -25.818 QSO
3814678 54.377609 -0.049149 3336.956118 19.61 0.41 0.4 0.02 0.2 66 0.402 67 0.342 67 0.442 0.8 -23.594 QSO
3814940 51.701161 -0.790869 3271.4661294 19.3 -0.03 0.21 -0.01 -0.1 72 0.527 71 0.432 71 0.42 1.2 -24.934 QSO
3815357 54.89063 0.259381 3320.1875341 19.57 0.04 0.23 -0.02 -0.16 65 0.934 65 0.611 65 0.592 1.35 -24.823 QSO
3815509 52.666751 0.117962 2979.9004062 18.19 0.11 0.06 0.14 -0.04 70 0.515 71 0.422 73 0.349 1.51 -26.426 QSO
3815841 51.436759 -1.174583 3321.033834 18.98 -0.02 0.3 -0.03 -0.09 70 1.046 73 0.83 72 0.865 1.27 -25.16 QSO
3816398 50.990844 0.491408 2962.0030973 19.38 0.36 0.2 -0.07 0.22 72 0.504 72 0.471 73 0.431 0.72 -23.299 QSO
3816663 52.289827 0.383266 2923.5273174 19.58 0.32 0.15 0.18 0.18 66 0.602 67 0.526 67 0.478 0.76 -23.596 QSO
3817717 53.324132 0.908236 1.0017025 19.8 -0.07 0.16 -0.03 -0.09 61 0.292 63 0.209 62 0.245 1.19 -24.402 QSO
3818172 50.998201 -1.199098 1939.7187526 19.55 0.08 0.18 -0.09 0.08 73 0.656 73 0.514 73 0.545 0.96 -23.753 QSO
3818589 51.374884 -0.689788 2944.3197098 19.38 0.5 0.07 0.02 0.21 73 0.277 73 0.246 70 0.24 2.27 -26.314 QSO
3818717 50.080761 0.600741 3260.6378226 18.54 0.12 0.07 0.27 0.04 69 0.367 68 0.238 68 0.25 1.8 -26.88 QSO
3818837 50.734599 -0.486601 2823.5782435 20.01 0.33 0.01 0.22 0.0 57 0.511 57 0.423 57 0.312 0.59 -22.608 QSO
3819076 54.966152 -0.158375 2405.5223906 18.99 0.74 -0.01 -0.08 0.29 63 0.634 64 0.619 63 0.612 2.57 -26.849 QSO
3819862 51.996723 0.739655 1904.0795259 17.88 -0.1 0.36 0.07 -0.05 60 0.338 65 0.252 63 0.216 1.36 -26.634 QSO
3820437 52.677272 0.351716 0.9961716 19.72 -0.02 0.22 -0.08 -0.06 61 0.224 61 0.202 60 0.276 1.28 -24.444 QSO
3820793 51.755984 -0.368666 1922.7036062 18.6 0.51 0.15 0.19 0.24 73 0.423 73 0.364 71 0.319 2.3 -27.231 QSO
3821073 50.237299 -0.446152 2560.9182356 18.65 0.2 0.13 -0.15 0.02 69 0.44 69 0.439 67 0.422 0.95 -24.726 QSO
3821460 50.521032 0.200412 662.2000238 17.2 0.15 -0.15 0.09 0.1 66 0.296 71 0.281 71 0.244 0.47 -24.611 QSO
3821843 52.967235 0.726352 2791.7624992 19.5 0.15 0.29 0.1 0.11 66 0.654 66 0.398 67 0.38 1.17 -24.497 QSO
3822396 52.541479 0.143254 2468.9537791 19.84 0.18 0.09 0.24 -0.07 72 0.481 71 0.402 72 0.358 1.54 -25.228 QSO
3823660 51.974328 0.216379 3330.972388 19.02 0.24 0.08 0.19 -0.03 71 0.505 70 0.417 71 0.398 1.56 -25.703 QSO
3825101 50.383608 0.954348 1.0008868 19.26 -0.0 -0.03 0.2 0.14 70 0.464 70 0.399 69 0.295 1.99 -26.203 QSO
3825218 52.862103 -0.002769 3131.3616718 19.45 0.02 0.01 0.27 0.02 131 0.7 133 0.586 129 0.444 1.78 -25.877 QSO
3825681 50.169904 -1.024383 3336.956133 19.18 0.38 0.73 0.19 0.15 67 0.256 69 0.214 69 0.242 1.19 -25.231 QSO
3825807 54.910826 -0.60712 2528.253354 19.33 0.2 -0.12 0.18 0.14 64 0.472 64 0.382 64 0.277 0.49 -22.857 QSO
3825856 51.223979 0.757095 2823.5775089 18.3 -0.03 0.0 0.14 0.22 68 0.471 67 0.41 69 0.325 2.09 -27.329 QSO
3826260 51.533003 0.816322 2405.5223502 18.19 0.16 0.17 -0.08 -0.14 68 0.403 68 0.312 66 0.287 1.15 -25.616 QSO
3826601 53.439363 0.944765 3310.041476 19.98 0.27 0.02 0.18 0.02 67 0.438 67 0.382 67 0.36 1.64 -24.861 QSO
3827208 54.306694 -0.211982 2.9889304 19.57 -0.04 0.19 -0.07 -0.07 132 0.457 134 0.398 129 0.346 1.11 -24.3 QSO
3827861 50.072592 -1.238607 2992.6402341 19.12 0.06 0.25 0.11 -0.03 68 0.431 70 0.382 68 0.388 1.41 -25.604 QSO
3828384 51.917268 0.941189 1847.0917126 18.61 0.14 0.22 0.05 0.04 74 0.386 71 0.287 71 0.259 1.1 -25.333 QSO
3828710 50.153213 0.758622 2110.9118536 19.47 0.92 0.31 0.09 0.24 61 0.559 62 0.554 62 0.515 2.37 -26.375 QSO
3828872 54.391208 -0.051289 0.99962 19.47 1.0 0.48 0.29 0.09 62 0.345 63 0.25 63 0.359 0.67 -23.556 QSO
3829283 50.911626 1.215025 2889.4336757 18.56 0.27 0.43 0.13 0.04 69 0.345 68 0.229 68 0.196 1.33 -26.087 QSO
3829976 51.064961 -0.435284 3292.6111095 19.5 1.47 0.2 -0.01 0.06 66 0.371 66 0.36 67 0.297 3.07 -26.857 QSO
3829979 50.271787 -0.076456 2593.98648 19.57 0.24 -0.06 0.0 0.23 39 1.201 40 1.27 40 1.085 0.72 -23.385 QSO
3830695 54.848579 -0.386182 1367.0782864 19.06 0.09 0.05 -0.03 0.39 71 0.43 71 0.342 70 0.35 0.37 -22.204 QSO
3831725 54.941071 -0.383823 3255.2708054 18.75 0.19 0.24 0.18 -0.05 71 0.538 72 0.376 70 0.343 1.51 -26.293 QSO
3834061 50.580967 0.900389 1.0018597 19.84 0.71 0.21 0.46 0.05 63 0.51 63 0.506 62 0.368 0.64 -23.174 QSO
3836073 52.832424 1.215706 1163.2296241 19.64 0.24 0.04 0.22 -0.1 66 0.394 66 0.384 66 0.286 1.56 -25.443 QSO
3836293 53.115332 0.437041 1235.9236828 18.27 -0.0 0.05 -0.12 0.08 72 0.341 71 0.269 72 0.303 0.93 -25.23 QSO
3836692 50.123951 0.113904 2588.8374067 19.29 0.47 0.24 0.22 0.13 73 0.489 72 0.408 71 0.396 1.7 -25.937 QSO
3837023 52.980381 -0.072304 1192.6251971 18.93 0.09 0.08 0.07 -0.16 66 0.863 66 0.691 66 0.626 1.46 -25.858 QSO
3839058 53.125197 1.204598 2923.5191795 19.55 0.05 0.2 -0.08 0.12 65 0.87 65 0.639 66 0.671 1.04 -24.153 QSO
3839095 52.879898 -0.951176 3320.1875003 18.65 -0.17 0.03 0.3 0.05 67 0.537 66 0.446 66 0.388 1.81 -26.902 QSO
3839433 51.733915 -0.898679 3157.5481721 19.82 0.02 0.3 0.27 0.16 38 0.867 38 0.513 39 0.434 1.49 -24.87 QSO
3839540 52.391498 0.142318 2611.1050371 19.48 0.12 0.17 -0.06 -0.05 68 0.829 70 0.658 72 0.647 1.13 -24.453 QSO
3839555 54.807503 0.915184 2630.2587526 19.36 0.66 0.22 0.1 0.27 70 0.307 70 0.374 69 0.286 2.22 -26.244 QSO
3839582 52.930578 -0.964471 3254.7650865 19.01 0.56 0.24 0.1 0.24 67 0.294 66 0.257 65 0.245 0.76 -24.225 QSO
3839588 53.80383 0.449399 2944.3195495 19.82 -0.02 0.04 0.06 -0.03 69 0.507 68 0.453 69 0.365 1.43 -25.074 QSO
3839904 52.635543 -0.295471 3321.033777 19.1 0.29 -0.08 0.08 -0.17 71 0.855 73 0.855 72 0.718 0.61 -23.861 QSO
3840068 53.207607 0.061757 2975.4059026 18.25 -0.04 0.28 0.04 -0.07 70 0.757 72 0.507 70 0.492 1.4 -26.532 QSO
3840947 50.630723 0.113798 3140.8379698 19.56 0.33 -0.04 0.0 0.1 66 0.743 67 0.759 67 0.724 0.7 -23.687 QSO
3841019 52.921484 -0.178567 2512.2314319 19.28 0.16 0.11 0.03 0.17 64 0.58 65 0.453 64 0.388 2.1 -26.22 QSO
3841248 51.089 0.699773 2045.5587196 19.73 0.07 0.01 0.07 -0.07 67 0.343 66 0.294 67 0.344 1.45 -24.902 QSO
3841671 52.285161 0.183248 3161.3687287 18.83 -0.12 0.09 0.31 -0.01 71 0.536 72 0.458 73 0.319 1.85 -26.683 QSO
3841975 53.53497 -0.709909 1238.3514892 19.7 0.37 0.01 0.29 0.12 68 0.568 69 0.559 69 0.443 0.5 -22.568 QSO
3842024 52.939717 -1.02368 2045.5587257 19.42 0.22 0.13 0.1 0.28 66 0.63 66 0.496 65 0.395 2.15 -26.407 QSO
3842709 51.540315 1.046281 3140.6310558 18.8 0.38 0.39 0.06 -0.01 135 0.373 136 0.302 133 0.295 1.13 -25.314 QSO
3842824 51.433064 0.209085 1585.4132448 19.46 0.14 0.24 -0.03 0.1 128 0.337 135 0.292 136 0.337 1.0 -24.328 QSO
3843107 53.884165 -0.43275 3320.1874754 19.38 -0.01 0.17 -0.08 -0.08 66 0.488 67 0.37 65 0.352 1.13 -24.357 QSO
3843141 50.064424 -0.871518 2700.4785896 19.26 0.05 0.19 0.07 -0.07 67 0.464 69 0.327 67 0.319 1.26 -25.055 QSO
3843143 54.568508 -0.875671 2560.9181994 19.74 0.1 0.28 -0.08 -0.01 62 0.56 62 0.409 62 0.477 1.1 -24.282 QSO
3843402 53.924792 -0.295811 3002.5785719 19.29 0.45 0.08 0.0 0.16 67 0.34 70 0.299 70 0.266 2.31 -26.296 QSO
3843710 51.909852 0.160267 3304.3452208 19.83 0.02 0.19 0.04 -0.1 69 0.459 70 0.379 72 0.382 1.26 -24.593 QSO
3843883 50.030073 -0.830699 2541.7844185 19.89 0.32 0.18 -0.17 0.26 72 0.669 71 0.689 72 0.594 0.83 -23.074 QSO
3844393 54.657991 0.180958 1626.2715168 19.6 0.24 0.06 0.17 0.12 64 0.449 66 0.437 66 0.375 0.69 -23.372 QSO
3844446 54.723423 0.666013 0.996843 19.64 -0.03 0.27 -0.07 -0.06 62 0.571 64 0.465 64 0.466 1.18 -24.212 QSO
3844725 50.688407 -0.417868 3106.8208347 19.55 0.31 0.5 0.18 0.1 138 0.675 139 0.61 135 0.576 1.25 -24.673 QSO
3844988 50.253111 -0.979878 3320.1875092 19.85 0.18 0.19 0.18 0.26 67 0.602 69 0.541 68 0.475 0.81 -23.76 QSO
3845187 54.672034 0.750661 3254.7650767 19.52 0.08 0.07 0.28 0.03 63 0.421 65 0.495 65 0.437 1.7 -25.646 QSO
3846772 50.277317 -1.011064 1332.0859093 19.85 0.41 -0.04 0.28 0.02 65 0.657 68 0.628 67 0.378 0.57 -22.602 QSO
3847053 51.484011 -1.133617 2988.9304506 19.07 0.15 0.2 0.04 -0.01 70 0.342 73 0.28 72 0.291 1.11 -24.854 QSO
3847472 50.249006 -0.40659 2473.4009266 19.71 -0.01 -0.01 0.24 0.01 68 0.498 72 0.489 69 0.353 1.87 -25.731 QSO
3847875 53.29812 -0.628276 2970.8671626 19.39 0.44 0.45 0.35 0.08 127 0.708 133 0.558 131 0.482 1.51 -25.535 QSO
3847961 54.097887 -0.124628 2362.5153102 19.65 0.11 0.3 0.0 0.02 66 0.548 66 0.423 66 0.397 1.01 -24.048 QSO
3848228 54.330625 -0.979443 3077.8750267 19.52 1.04 0.1 0.06 -0.06 65 0.425 66 0.433 66 0.475 2.88 -26.526 QSO
3848486 54.406021 -0.41587 1376.4885808 19.56 0.13 0.29 -0.0 -0.07 115 0.46 116 0.331 114 0.299 1.18 -24.64 QSO
3848757 50.73123 0.316639 2664.1812297 17.67 0.1 0.08 -0.01 0.14 67 0.473 69 0.394 68 0.329 0.38 -23.658 QSO
3849032 50.034446 0.239825 3320.1875132 19.47 0.15 0.23 0.11 0.09 68 0.432 69 0.363 69 0.389 1.98 -25.866 QSO
3849645 52.418875 -0.808037 2882.9391036 19.73 0.57 0.14 -0.01 0.22 72 0.828 73 0.708 72 0.588 2.22 -26.006 QSO
3849838 52.91911 0.335135 0.999744 18.07 0.43 0.34 0.29 0.05 63 0.348 66 0.311 66 0.254 1.51 -26.731 QSO
3850297 54.444682 0.586086 2909.5782383 19.34 -0.02 0.23 0.03 -0.1 70 0.47 70 0.402 71 0.434 1.4 -25.314 QSO
3851161 53.591961 -1.254994 0.9968578 19.71 -0.04 0.25 -0.03 -0.01 67 0.526 66 0.357 67 0.378 1.24 -24.213 QSO
3851224 51.238589 -0.068183 2823.57753 19.21 -0.03 -0.01 0.22 0.04 67 0.666 69 0.638 69 0.481 1.72 -26.103 QSO
3852959 54.894759 0.384118 3068.3462625 19.39 0.05 0.04 0.31 -0.04 64 0.839 64 0.696 64 0.472 1.73 -25.811 QSO
3853018 52.034726 -0.500048 2839.7584964 19.26 -0.02 0.16 0.0 -0.04 64 0.626 67 0.564 65 0.551 1.13 -24.425 QSO
3853109 51.00867 -0.509855 2342.96799 19.2 -0.12 0.34 -0.04 -0.08 66 0.483 68 0.338 68 0.353 1.31 -25.11 QSO
3853227 53.250346 -0.663272 3321.033846 19.74 0.57 0.25 0.43 0.1 59 0.388 63 0.516 65 0.349 1.66 -25.46 QSO
3853686 52.776084 -0.547107 3336.956125 19.26 -0.16 0.0 0.23 0.04 66 0.423 64 0.367 66 0.31 1.9 -26.067 QSO
3854205 54.784456 0.490278 1.4976509 19.64 -0.09 0.29 0.16 -0.04 67 0.486 68 0.321 68 0.237 1.49 -25.176 QSO
3854258 50.36225 -0.228554 2.0024014 20.1 0.04 0.07 0.24 0.05 65 0.356 69 0.346 69 0.308 1.8 -25.282 QSO
3854773 54.829807 -1.222673 2988.9304758 18.92 0.11 0.2 -0.08 0.08 70 0.568 71 0.472 70 0.423 0.95 -24.516 QSO
3855862 54.544043 0.315245 3336.956132 19.57 0.6 0.1 0.01 0.17 59 0.48 61 0.464 61 0.413 2.59 -26.583 QSO
3856714 50.662615 0.829349 0.4067097 19.25 -0.07 0.11 0.26 -0.0 57 1.401 58 1.245 58 1.088 1.78 -26.234 QSO
3856796 51.348708 0.334309 2594.4381785 19.58 0.08 0.22 -0.05 -0.05 65 0.461 66 0.485 65 0.491 0.98 -24.013 QSO
