#ID ra dec P r ug gr ri iz gN gAmpl rN rAmpl iN iAmpl zQSO MiQSO cl
3543364 311.627273 1.094859 1200.2111543 20.03 0.26 0.09 -0.06 0.22 56 0.936 57 0.89 54 0.831 0.88 -23.311 QSO
3546987 311.69989 -0.385794 1.0008178 19.37 0.2 0.07 0.23 -0.04 46 0.673 49 0.539 47 0.454 1.6 -25.852 QSO
3548048 310.785787 1.243157 0.9977395 19.51 -0.0 -0.05 0.2 0.17 56 0.414 56 0.345 55 0.341 2.01 -25.953 QSO
3548378 313.963574 1.13772 843.8636953 19.2 0.09 0.24 -0.03 -0.04 54 0.633 55 0.552 52 0.511 1.05 -24.408 QSO
3555115 312.084098 -0.189234 2192.1874632 18.23 0.08 0.2 -0.05 -0.02 55 0.285 55 0.22 56 0.255 1.08 -25.586 QSO
3555298 311.14007 0.843228 0.500579 19.79 0.24 0.03 0.23 0.16 49 0.527 48 0.515 48 0.487 0.49 -22.536 QSO
3555409 310.665371 1.055054 1370.6561053 20.07 -0.0 -0.05 0.16 0.08 36 0.52 36 0.405 35 0.385 1.98 -25.572 QSO
3555699 311.057066 0.15531 1090.1930723 19.51 0.21 0.08 -0.05 0.19 43 0.352 45 0.363 47 0.381 0.84 -23.483 QSO
3556397 314.706642 0.093086 1896.5117566 19.87 0.25 0.24 0.02 -0.0 52 0.452 52 0.372 51 0.36 1.28 -24.501 QSO
3557074 310.634427 -0.217152 0.9965463 19.6 -0.13 0.07 0.28 0.09 47 0.351 50 0.323 47 0.281 1.78 -25.832 QSO
3559214 312.576372 0.433287 262.8137602 19.85 0.2 0.02 0.17 -0.13 50 0.364 49 0.28 52 0.229 1.48 -24.958 QSO
3559580 311.778626 -0.450575 0.9993063 18.84 0.04 0.19 -0.1 -0.18 55 0.319 56 0.333 55 0.321 1.13 -24.857 QSO
3561128 314.944194 0.341858 0.9976514 18.81 0.25 0.1 0.3 -0.07 55 0.424 54 0.359 54 0.274 1.58 -26.541 QSO
3563123 313.264491 -1.070839 1.0004255 18.13 0.03 0.06 0.15 0.17 54 0.388 52 0.341 52 0.241 2.01 -27.224 QSO
3563493 311.423285 -0.599557 0.4991735 19.88 0.26 0.09 0.05 0.06 54 0.251 56 0.27 55 0.244 1.96 -25.356 QSO
3565411 310.87753 -0.183275 1979.8386954 19.04 -0.13 -0.0 0.25 0.06 53 0.315 55 0.321 55 0.216 1.87 -26.627 QSO
3565529 312.943276 0.360303 0.9976923 19.79 0.62 0.1 0.02 0.2 56 0.379 56 0.333 56 0.303 2.4 -26.224 QSO
3567505 310.250619 0.794504 2062.087296 19.43 0.51 0.02 -0.05 0.15 56 0.436 55 0.391 55 0.393 2.52 -26.327 QSO
3568219 311.67049 -0.188626 1979.8390218 19.21 0.13 0.25 0.08 -0.09 54 0.694 56 0.506 56 0.397 1.48 -25.345 QSO
3571892 314.92149 0.922952 796.6086154 18.47 0.08 0.06 0.2 -0.01 55 0.301 56 0.252 53 0.241 1.62 -26.772 QSO
3576581 313.291966 0.475877 0.9996034 19.79 0.48 0.01 -0.05 0.16 50 0.666 49 0.607 51 0.592 2.48 -25.745 QSO
3580274 312.449543 -0.774289 411.8724453 18.84 0.1 0.11 0.24 -0.13 52 0.331 52 0.283 51 0.236 1.52 -26.429 QSO
3580338 314.340497 -1.136893 0.2998975 19.46 0.41 0.27 -0.0 0.14 52 0.344 54 0.311 53 0.218 2.43 -26.382 QSO
3584331 312.641145 -0.9698 0.9996405 19.76 0.13 0.24 0.18 -0.18 53 0.722 52 0.558 53 0.505 1.5 -25.481 QSO
3587308 310.268388 -0.511341 2263.5943719 18.92 0.13 0.02 -0.0 0.07 54 0.604 54 0.545 55 0.577 0.82 -23.904 QSO
3588547 310.786452 0.781923 0.99763 18.75 0.13 0.22 -0.07 -0.13 54 0.803 54 0.758 55 0.823 1.0 -24.198 QSO
3590520 312.705314 0.099782 1481.6396818 19.11 0.26 0.07 -0.12 0.07 50 0.272 49 0.283 50 0.292 0.88 -24.385 QSO
3591661 311.608781 0.393812 2192.1875277 17.65 1.0 0.81 0.05 0.69 56 0.351 56 0.254 57 0.234 0.33 -23.424 QSO
3592588 313.053433 0.193748 0.3337971 19.4 0.3 0.17 0.24 0.19 50 0.46 50 0.397 53 0.284 0.69 -23.796 QSO
3597488 312.864609 -0.968735 1258.9170246 17.75 0.08 0.27 0.01 -0.1 58 0.316 56 0.22 55 0.2 1.31 -26.665 QSO
3612178 313.331307 0.184274 1.0008655 19.78 0.0 0.34 0.06 -0.09 47 0.676 48 0.398 50 0.414 1.38 -24.874 QSO
3612297 311.751648 -0.271083 2229.947134 19.27 0.26 -0.03 -0.12 0.18 46 0.621 49 0.514 46 0.513 0.84 -24.095 QSO
3616952 312.683175 -0.580187 0.9987828 19.29 0.24 0.07 0.0 0.11 56 0.293 56 0.297 54 0.24 0.73 -23.498 QSO
3618156 313.690116 -1.180291 1.0007294 19.13 0.14 0.05 0.06 0.11 54 0.349 55 0.338 54 0.253 2.0 -26.278 QSO
3619919 312.719419 1.163406 0.9997462 18.99 -0.0 0.2 0.01 -0.04 55 0.607 55 0.453 54 0.48 1.36 -25.391 QSO
3622766 314.78467 0.481376 0.9970732 19.35 0.31 0.14 -0.01 0.1 51 0.212 51 0.212 52 0.201 2.13 -26.34 QSO
3624333 312.255717 0.477629 2229.947149 20.02 0.15 0.02 0.15 -0.13 50 0.859 50 0.699 53 0.654 1.55 -25.119 QSO
3625319 311.717312 0.916735 0.9970188 18.83 0.66 0.51 0.5 0.17 50 0.568 52 0.51 50 0.382 1.8 -27.153 QSO
3632843 313.449733 0.997927 2196.6643459 19.45 0.37 0.17 0.04 0.19 53 0.479 54 0.327 52 0.361 2.14 -25.985 QSO
3633057 310.770061 -0.635111 828.3824446 18.53 0.05 0.2 -0.06 -0.13 72 0.476 72 0.399 58 0.367 1.16 -25.685 QSO
3633437 312.770923 -0.979858 1155.3151566 19.59 0.27 -0.13 0.21 -0.02 57 0.32 55 0.325 57 0.268 0.54 -22.779 QSO
3635772 311.181278 1.186181 0.6000505 19.06 0.64 0.18 0.07 0.1 55 0.393 56 0.373 54 0.354 2.61 -27.264 QSO
3636907 313.886233 -1.12592 0.9996282 19.3 0.26 0.28 0.38 -0.04 52 0.611 55 0.605 55 0.474 1.73 -25.676 QSO
3640644 314.415017 -0.982329 2216.6618523 20.02 0.29 0.03 0.13 -0.13 50 0.586 50 0.647 51 0.45 1.51 -24.663 QSO
3641610 312.615867 0.406638 2328.0519121 19.93 0.04 0.21 -0.07 0.04 54 0.81 54 0.581 53 0.603 1.02 -23.756 QSO
3643041 310.846545 -1.064403 0.9984844 19.13 0.02 -0.02 0.22 -0.01 49 0.341 49 0.289 49 0.287 1.83 -26.468 QSO
3644174 312.921208 0.720824 2339.809744 19.7 0.16 0.04 0.16 -0.03 57 0.507 57 0.393 57 0.347 1.59 -25.172 QSO
3651648 310.190379 -0.974411 0.9996578 19.79 0.5 0.02 0.03 0.19 52 0.327 51 0.329 51 0.275 2.24 -25.909 QSO
3652025 313.621033 -1.17034 1527.7795313 18.67 0.46 0.03 -0.01 0.15 54 0.273 55 0.25 54 0.213 2.55 -27.244 QSO
3652152 311.931861 -0.562634 839.2772836 19.85 -0.02 0.25 -0.01 0.0 55 0.757 56 0.596 55 0.585 1.32 -24.33 QSO
3653928 314.874892 -0.042333 1.0004738 20.05 -0.06 0.02 0.17 0.08 55 0.436 54 0.387 54 0.303 1.93 -25.705 QSO
3656009 312.647476 -0.128094 1212.7787848 19.67 0.13 0.05 0.23 0.16 55 0.507 55 0.525 56 0.37 1.89 -25.679 QSO
3656885 312.044892 -0.614455 1.9990266 19.63 0.17 0.03 0.28 0.02 53 0.249 53 0.244 54 0.186 1.89 -25.973 QSO
3657458 314.317247 0.053041 456.1233357 18.56 0.01 0.15 -0.02 -0.09 51 0.361 52 0.282 55 0.269 1.36 -25.862 QSO
3657987 312.448497 -1.108422 2229.947146 19.01 0.14 0.05 0.26 0.02 54 0.564 52 0.462 51 0.372 1.67 -26.44 QSO
3659458 314.27994 0.334693 854.7620582 19.3 0.13 0.26 -0.13 0.01 56 0.536 55 0.428 56 0.429 1.01 -24.573 QSO
3662986 313.466817 -0.267079 286.7059294 18.7 0.25 0.23 -0.02 0.61 48 0.207 52 0.169 51 0.163 0.36 -22.546 QSO
3666566 312.973942 0.472457 0.9973724 19.48 -0.18 -0.02 0.17 0.09 49 0.346 49 0.28 53 0.233 1.93 -26.072 QSO
3667779 310.489214 0.226105 1581.1675007 19.88 -0.01 0.23 -0.03 -0.09 53 0.532 52 0.418 53 0.358 1.35 -24.687 QSO
3668443 310.631663 0.744757 0.4994921 19.31 -0.03 0.14 0.01 -0.03 56 0.244 54 0.184 55 0.206 1.38 -25.246 QSO
3669310 313.646349 0.550259 0.2536824 18.52 2.12 1.39 1.17 0.65 51 1.123 51 1.04 53 0.788 -9.9 -9.9 ESD
3671397 312.420447 -1.172896 1.002463 20.09 0.21 0.11 0.24 -0.07 53 0.551 52 0.403 51 0.472 1.55 -25.21 QSO
3671871 310.866793 0.635153 0.4989375 19.99 0.49 -0.03 0.12 0.42 57 0.317 58 0.306 58 0.226 1.92 -25.364 QSO
3673912 311.131069 1.220132 2282.1789533 18.61 0.21 0.27 -0.05 -0.0 55 0.439 55 0.343 54 0.354 0.98 -25.19 QSO
3676815 310.456212 -0.661182 0.4992196 20.15 0.0 -0.04 0.3 0.08 46 0.499 46 0.713 45 0.587 1.92 -25.681 QSO
3677716 313.432724 0.528399 599.0876188 19.81 -0.1 -0.01 0.17 0.15 50 0.334 50 0.327 50 0.258 2.03 -25.686 QSO
3681502 314.233566 0.643303 1245.3803033 19.46 0.01 -0.02 0.09 0.17 56 0.438 54 0.323 56 0.258 2.04 -25.864 QSO
3687141 311.230487 0.212085 0.9978771 20.0 -0.03 -0.12 0.2 -0.04 99 0.643 97 0.492 100 0.394 1.77 -25.36 QSO
3688270 314.134126 -0.825536 1155.833387 20.13 0.2 -0.03 0.01 0.31 51 0.42 52 0.453 53 0.342 0.83 -23.186 QSO
3691660 312.578285 1.046915 2128.247363 18.5 0.31 0.22 0.05 0.06 97 0.292 94 0.262 91 0.248 1.12 -25.446 QSO
3692754 314.698963 0.062466 2582.962718 19.36 0.04 0.17 -0.08 -0.12 53 0.62 53 0.563 54 0.468 1.27 -24.582 QSO
3699181 313.959562 -0.312452 1491.6507427 19.16 0.28 0.05 0.18 -0.0 51 0.311 50 0.199 50 0.182 1.65 -25.894 QSO
3699926 313.004684 -1.024102 0.9996319 19.09 0.74 0.22 0.07 0.28 56 0.427 57 0.409 57 0.385 0.73 -23.927 QSO
3703096 312.121978 0.336643 2293.4768748 19.65 -0.02 0.21 -0.07 -0.2 55 1.004 54 0.813 55 0.855 1.09 -24.138 QSO
3706602 311.235779 0.116335 1401.6774217 19.67 0.16 0.33 -0.06 -0.06 41 0.527 41 0.428 43 0.434 1.1 -24.008 QSO
3706717 311.412349 -0.854336 2339.809755 17.95 0.18 0.09 0.16 -0.03 54 0.63 54 0.47 54 0.382 1.59 -26.916 QSO
3707189 310.428778 1.174756 0.9995478 19.57 0.28 0.01 -0.09 0.19 56 0.415 53 0.401 53 0.409 0.79 -23.415 QSO
3710283 312.490705 -0.83038 1.0011128 19.89 0.14 0.14 0.11 -0.07 51 0.505 51 0.449 51 0.299 1.46 -24.79 QSO
3711085 314.43975 0.781124 827.2876396 19.04 -0.24 0.28 0.01 -0.06 55 0.433 56 0.338 56 0.314 1.3 -25.116 QSO
3717597 312.434038 0.455129 1.0019989 20.01 -0.11 0.01 0.21 0.28 48 0.312 47 0.287 50 0.252 2.08 -25.794 QSO
3719326 311.347193 0.184831 604.0048689 20.17 0.29 -0.05 0.06 0.26 34 0.553 34 0.562 37 0.454 0.77 -23.113 QSO
3720377 311.655682 -0.492433 500.8441244 18.71 0.18 0.06 0.17 -0.01 54 0.445 57 0.432 56 0.292 1.91 -26.772 QSO
3720533 50.620788 -0.94128 2962.8579171 19.12 1.09 0.55 0.17 -0.06 65 0.337 68 0.398 66 0.369 2.97 -27.181 QSO
3721100 53.488389 -0.185028 2906.3805083 19.46 0.2 0.09 0.01 -0.12 66 0.392 66 0.279 67 0.335 1.41 -24.953 QSO
3722392 53.160637 -0.298997 3321.03388 18.74 0.1 0.39 0.01 -0.02 70 0.498 71 0.412 70 0.431 1.12 -25.383 QSO
3723041 52.852484 -0.098384 2528.2533492 18.69 0.26 0.16 0.21 -0.12 66 0.407 66 0.327 65 0.266 1.51 -26.22 QSO
3723692 54.724142 -0.39266 0.9970593 19.83 0.48 0.15 -0.0 0.1 68 0.298 70 0.225 69 0.281 2.66 -26.22 QSO
3723794 54.609319 -0.048338 2856.1259946 18.06 -0.06 0.0 0.28 0.07 64 0.517 66 0.419 65 0.34 1.83 -27.49 QSO
3725556 54.577995 0.19823 2236.6146296 18.68 0.16 0.04 0.17 -0.05 70 0.516 70 0.379 72 0.827 1.59 -26.176 QSO
3725577 51.668595 -0.4492 3320.1874913 19.7 0.32 0.0 0.28 0.2 55 0.898 54 0.677 55 0.516 0.5 -22.47 QSO
3726755 53.005909 -0.719504 3321.033829 19.56 0.02 -0.02 0.21 -0.09 68 0.49 72 0.414 71 0.347 1.74 -25.807 QSO
3726838 54.315055 0.997885 3321.033751 19.89 0.41 0.09 0.25 0.02 73 0.776 71 0.686 71 0.556 1.76 -25.736 QSO
3727050 54.636072 0.755151 2906.3804923 19.74 -0.13 -0.0 0.41 0.01 62 0.813 65 0.723 64 0.56 1.84 -26.1 QSO
3727086 52.813806 -1.063813 2962.0032075 19.28 -0.07 0.26 0.07 -0.01 71 0.42 73 0.347 72 0.286 1.31 -25.127 QSO
3727746 52.335114 -0.086679 2823.5774967 19.8 -0.08 0.04 0.28 0.01 62 0.35 64 0.31 63 0.281 1.76 -25.543 QSO
3727819 50.560079 0.94883 3276.9004442 19.4 0.35 -0.03 -0.08 0.09 69 0.703 69 0.72 69 0.704 0.7 -23.409 QSO
3728761 54.576202 -0.619629 1882.3806686 19.84 0.42 -0.05 0.29 0.02 67 0.423 69 0.342 69 0.287 1.58 -25.282 QSO
3729071 52.613368 0.909399 974.1698229 18.29 0.29 0.12 0.1 0.15 75 0.267 73 0.233 72 0.238 0.44 -23.468 QSO
3729310 54.62517 -0.151234 1960.5802427 19.76 0.22 0.07 0.19 -0.14 64 0.451 66 0.388 65 0.305 1.57 -25.21 QSO
3730560 54.713704 0.058113 3321.033831 19.94 0.37 0.0 -0.02 0.16 66 0.492 70 0.564 70 0.601 2.29 -25.594 QSO
3731050 54.476205 -0.753906 436.9200073 19.15 0.38 0.04 0.3 -0.04 67 0.278 70 0.279 68 0.217 0.61 -23.652 QSO
3731149 54.323327 0.857602 3321.033751 19.61 0.35 -0.0 0.0 0.19 71 0.851 69 0.704 69 0.628 2.22 -25.725 QSO
3731490 53.411593 -0.367348 2231.5543542 19.38 0.25 0.09 0.07 -0.06 67 0.263 70 0.207 68 0.262 1.53 -25.399 QSO
3732660 52.623971 -0.988398 2923.5273038 18.96 1.27 0.31 0.21 0.35 66 0.32 67 0.291 66 0.259 2.75 -27.255 QSO
3732860 53.487173 -0.523061 2906.3804923 18.59 -0.08 -0.09 0.18 -0.03 68 0.36 67 0.265 68 0.191 1.87 -26.722 QSO
3732889 50.345 -1.238945 515.3327698 19.48 0.17 0.17 0.24 0.18 71 0.386 73 0.344 71 0.2 1.96 -26.105 QSO
3733474 54.589633 0.518469 3271.4661205 19.7 -0.0 0.23 0.08 -0.03 68 0.396 68 0.338 68 0.311 1.35 -24.933 QSO
3733706 52.330533 0.266191 2839.7585046 18.78 -0.05 0.29 0.04 -0.05 66 0.61 67 0.441 67 0.411 1.41 -25.648 QSO
3734237 50.32349 -0.666758 964.1710051 19.82 0.09 0.17 0.01 -0.02 71 0.324 73 0.244 71 0.287 1.28 -24.488 QSO
3734258 50.794205 0.904803 3321.033823 19.06 0.12 0.33 -0.07 -0.03 73 0.783 73 0.66 72 0.672 1.06 -24.367 QSO
3734317 54.723214 0.63613 3243.6026158 19.38 0.99 0.14 -0.03 -0.03 66 0.719 69 0.678 68 0.632 3.03 -26.573 QSO
3734434 54.161824 -0.315194 1284.3059631 19.55 0.18 -0.16 0.06 -0.01 70 0.663 69 0.726 70 0.756 0.57 -22.819 QSO
3734754 54.688334 -0.068744 1522.384581 19.98 0.2 0.04 0.32 -0.03 62 0.45 63 0.389 63 0.333 1.67 -25.199 QSO
3734884 51.618893 -0.461505 0.99881 18.65 0.37 0.2 0.23 0.17 60 0.453 62 0.429 61 0.395 0.45 -23.222 QSO
3735893 50.899188 -0.875931 2020.5366718 19.39 0.99 0.04 -0.1 0.2 68 0.232 67 0.239 67 0.276 2.75 -26.384 QSO
3736155 51.884642 0.107867 3223.3563683 19.18 0.05 0.08 0.15 -0.1 70 0.767 71 0.64 72 0.577 1.47 -25.913 QSO
3736211 52.997831 0.592666 3321.033839 19.53 0.28 0.05 0.29 0.01 70 0.853 70 0.647 71 0.455 1.61 -25.909 QSO
3736513 53.395976 -0.824171 2065.0408564 18.92 0.06 0.04 0.25 0.02 70 0.385 73 0.289 71 0.204 1.77 -26.433 QSO
3737743 50.763358 1.216362 3207.3654013 19.42 0.23 0.07 0.1 0.17 67 0.7 68 0.606 68 0.482 2.01 -26.221 QSO
3737948 51.446018 0.329294 3303.5866281 19.54 0.11 0.19 -0.1 -0.1 65 0.572 68 0.481 66 0.451 1.09 -24.086 QSO
3739004 54.434759 -0.387072 0.9962466 19.76 -0.01 0.2 -0.12 0.06 67 0.368 68 0.268 66 0.292 1.01 -23.882 QSO
3739176 50.733691 -1.135832 3034.9139987 19.28 0.13 0.28 -0.06 -0.08 72 0.569 72 0.424 70 0.49 1.05 -24.674 QSO
3739200 52.123131 0.435814 1294.1988561 19.38 0.0 0.16 -0.08 -0.2 72 0.563 73 0.443 74 0.475 1.29 -24.836 QSO
3739253 52.746046 1.164476 1.9935936 19.1 0.44 0.06 0.2 -0.05 68 0.32 67 0.291 66 0.246 0.56 -23.27 QSO
3740075 51.99797 0.286998 2791.7625016 19.55 -0.16 -0.07 0.2 0.22 66 0.462 66 0.446 67 0.365 2.06 -26.102 QSO
3740412 51.478313 -0.300057 3030.2520405 19.94 0.47 -0.17 0.0 0.21 70 0.589 74 0.692 72 0.594 2.26 -25.33 QSO
3740661 53.007847 -1.155199 3321.033813 18.94 0.18 0.12 0.0 0.12 70 0.501 73 0.434 73 0.455 0.86 -24.201 QSO
3741108 52.031244 -0.596022 485.8187352 19.72 0.05 0.14 -0.08 0.03 63 0.53 66 0.436 64 0.402 0.97 -23.869 QSO
3741594 50.343151 -1.100118 3161.3687354 18.58 0.18 0.03 0.16 -0.08 72 0.335 73 0.297 71 0.229 1.57 -26.272 QSO
3742167 54.524597 0.595798 518.9933823 19.02 0.12 0.22 -0.01 0.11 70 0.378 70 0.314 71 0.32 0.98 -24.729 QSO
3742385 52.85792 0.844702 1580.657457 19.74 0.17 0.16 0.43 0.32 41 0.876 43 0.468 42 0.309 0.43 -22.414 QSO
3742695 54.805712 0.191363 3.0062432 19.83 0.32 0.24 0.31 0.05 69 0.346 69 0.29 70 0.263 1.6 -25.324 QSO
3742911 52.458348 0.954126 1951.2304456 18.83 0.05 0.21 0.36 0.12 74 0.485 73 0.455 72 0.326 1.85 -26.704 QSO
3744102 53.769394 -0.965428 3336.956158 19.31 0.33 0.11 -0.12 0.31 66 0.754 67 0.694 66 0.688 0.72 -23.619 QSO
3744633 52.701484 -0.738799 1269.4297855 20.03 0.48 -0.05 -0.06 0.24 69 0.412 69 0.427 68 0.458 2.56 -25.671 QSO
3744887 50.416714 -0.453079 2124.4837227 20.27 -0.09 -0.05 0.26 0.04 63 0.712 63 0.604 64 0.472 1.83 -25.173 QSO
3745446 53.133123 -0.969018 3238.8103877 19.77 1.14 0.1 0.0 0.05 65 0.533 66 0.498 65 0.439 2.93 -26.275 QSO
3745998 51.114094 0.593934 3053.7059887 19.39 0.56 -0.02 -0.06 0.24 72 0.347 71 0.329 73 0.291 2.49 -26.452 QSO
3746591 50.30545 0.652765 1949.013428 17.77 0.05 0.24 -0.05 -0.15 69 0.438 69 0.284 69 0.305 1.3 -26.557 QSO
3746646 53.026177 -0.383822 1262.7884248 19.73 0.1 0.11 -0.01 0.13 68 0.792 70 0.616 69 0.467 2.04 -25.469 QSO
3747037 54.64555 0.881601 1264.5473868 19.66 0.43 -0.03 -0.07 0.27 60 1.058 60 1.156 59 0.942 0.74 -23.41 QSO
3747101 54.085832 0.095531 3321.033833 19.89 0.44 0.16 0.0 0.21 67 0.702 68 0.55 68 0.529 0.81 -23.462 QSO
3747294 51.561726 -0.852123 2480.7891771 19.57 0.05 0.21 -0.05 0.07 61 0.557 61 0.429 61 0.421 1.06 -24.135 QSO
3747508 52.323713 -1.138679 3321.033864 18.38 -0.12 0.03 0.25 0.05 73 0.319 74 0.288 74 0.286 1.81 -26.885 QSO
3748836 51.709533 0.989228 3287.8234551 19.59 0.17 0.07 0.11 -0.12 72 0.486 70 0.413 71 0.425 1.5 -24.942 QSO
3748904 50.278471 -1.092684 1215.4614454 19.74 0.08 0.01 0.19 0.06 72 0.572 74 0.47 72 0.362 1.92 -25.558 QSO
3748997 54.879823 1.247231 3303.586639 19.49 0.23 0.13 0.1 -0.03 64 0.537 64 0.434 64 0.437 1.41 -24.885 QSO
3749188 53.455764 0.178087 1402.0568016 19.42 0.55 0.04 -0.03 0.12 67 0.225 70 0.211 71 0.2 2.57 -26.401 QSO
3749360 51.210689 1.058317 1205.6830684 19.94 0.38 -0.16 0.21 0.29 71 0.623 71 0.65 71 0.588 2.18 -25.96 QSO
3749704 54.226002 0.671129 3223.0112914 19.51 0.73 0.12 -0.04 0.2 66 0.987 65 0.88 66 0.738 2.64 -26.772 QSO
3750599 54.528146 0.076092 3002.5785999 19.48 0.73 0.68 0.38 0.16 69 0.467 69 0.456 71 0.458 1.46 -25.268 QSO
3751503 53.341111 -0.833585 3016.9740155 18.75 0.13 0.28 -0.09 -0.16 72 0.635 80 0.451 79 0.481 1.11 -24.9 QSO
3751695 50.695081 -0.8636 3223.0112952 19.5 0.22 0.09 0.34 0.01 61 0.53 66 0.491 67 0.378 1.68 -25.979 QSO
3751977 54.883034 -0.860017 1898.6068236 19.73 0.05 0.02 0.23 0.02 61 0.449 63 0.429 63 0.317 1.76 -25.509 QSO
3752542 53.257918 0.800542 3270.877831 18.89 0.35 0.16 0.28 -0.08 66 0.574 66 0.461 65 0.37 1.64 -26.117 QSO
3752696 51.432635 -0.876311 3336.956123 19.44 0.13 0.23 0.08 -0.0 66 0.415 67 0.349 65 0.35 1.19 -24.915 QSO
3753030 54.588542 0.620827 2177.366426 18.8 0.24 0.16 0.22 0.06 71 0.316 70 0.267 72 0.252 1.54 -26.154 QSO
3753219 54.54521 0.938256 1639.8121105 18.41 0.92 0.77 0.24 -0.17 71 0.386 71 0.16 70 0.129 1.63 -26.757 QSO
3753284 53.013666 0.573351 3271.4661904 18.95 0.31 0.1 0.24 -0.14 69 0.752 69 0.525 71 0.42 1.54 -25.876 QSO
3753388 50.546514 -0.009819 2994.1866805 19.52 0.1 0.06 0.14 0.25 68 0.661 68 0.549 68 0.426 2.07 -26.202 QSO
3753652 53.990019 -0.383252 2842.498637 19.75 0.49 0.2 0.13 -0.1 69 0.739 71 0.56 71 0.522 1.42 -24.888 QSO
3753664 50.787507 -0.91043 2903.7499554 20.09 0.47 0.01 -0.08 0.29 55 0.835 62 0.854 62 0.668 0.71 -22.672 QSO
3753915 54.915585 -0.207456 3330.97242 19.59 -0.08 0.22 -0.05 -0.02 134 0.508 133 0.392 130 0.365 1.18 -24.426 QSO
3754411 53.743657 -0.128853 3058.8764965 19.34 -0.17 0.31 0.02 0.02 66 0.65 66 0.492 66 0.502 1.36 -25.363 QSO
3754643 52.083082 -0.588539 2906.3804873 19.6 0.23 0.06 0.19 -0.09 67 0.8 66 0.577 67 0.485 1.56 -25.624 QSO
3755137 51.143518 -0.130999 3336.95613 19.95 0.34 0.07 -0.06 0.14 67 0.445 69 0.504 69 0.493 2.38 -26.071 QSO
3755470 50.872877 0.524548 3321.033761 18.27 -0.11 0.27 0.02 -0.09 71 0.276 72 0.212 71 0.187 1.24 -26.044 QSO
3756084 54.620688 0.805966 0.99975 19.8 0.25 0.12 0.25 0.21 64 0.93 65 0.915 65 0.723 1.99 -25.44 QSO
3756091 50.851259 -0.981872 3320.1874784 18.78 0.36 0.3 0.15 -0.0 67 0.381 66 0.327 67 0.289 1.57 -26.198 QSO
3756537 52.202005 -1.00353 3336.956105 19.82 0.04 0.09 0.25 0.01 65 0.458 66 0.414 65 0.429 1.84 -25.691 QSO
3756707 52.444794 1.223394 2601.2492456 20.0 -0.0 -0.13 0.38 0.04 66 0.751 68 0.739 67 0.589 1.89 -25.351 QSO
3756858 53.11771 -0.242969 2602.4988191 19.99 0.26 0.04 0.08 -0.01 69 0.283 71 0.272 70 0.229 1.73 -25.105 QSO
3757746 53.918613 -1.035332 2910.6489313 19.52 0.19 0.03 0.18 -0.04 68 0.802 70 0.711 68 0.629 1.82 -25.431 QSO
3758358 50.487133 0.262969 1926.2845064 19.95 0.25 0.11 0.27 0.04 65 0.517 68 0.421 67 0.359 1.65 -25.244 QSO
3759589 50.412407 -0.298703 994.5175709 19.32 0.35 0.03 0.26 0.16 50 0.266 52 0.242 51 0.264 0.67 -23.547 QSO
3759755 50.501897 0.937129 3321.033781 19.78 0.08 -0.09 0.26 -0.01 69 0.372 70 0.317 70 0.317 1.75 -25.594 QSO
3759764 54.814739 0.551681 1508.1758204 20.02 0.12 0.05 0.18 0.09 67 0.435 69 0.486 69 0.47 1.83 -25.303 QSO
3760529 53.292868 0.056022 2979.9005618 19.63 0.11 -0.01 0.21 -0.03 69 0.557 71 0.49 69 0.395 1.73 -25.382 QSO
3760823 50.786331 0.994664 3.9840569 19.66 0.29 0.18 0.35 0.11 72 0.306 72 0.231 71 0.189 1.74 -25.701 QSO
3761576 50.094866 0.685634 784.695904 17.87 0.15 0.01 0.22 -0.04 67 0.222 69 0.193 68 0.189 1.79 -27.501 QSO
3761821 52.907203 -1.205553 2988.9305352 19.37 0.33 0.01 0.07 0.21 69 0.315 71 0.287 71 0.266 2.21 -26.341 QSO
3761927 54.426838 -0.957618 2791.7625144 18.44 1.01 0.44 0.07 0.02 66 0.352 67 0.298 67 0.251 1.34 -26.062 QSO
3761947 51.499877 0.133545 2532.341517 17.57 0.04 0.02 0.0 0.52 69 0.472 71 0.409 73 0.448 0.36 -23.511 QSO
3762036 52.391562 -0.800299 3223.3563324 18.83 -0.19 0.04 0.35 0.05 73 0.498 74 0.441 74 0.333 1.88 -26.586 QSO
3762536 52.276605 0.277696 3238.8103615 19.69 0.03 0.03 0.06 -0.03 66 0.427 67 0.379 67 0.32 1.45 -25.053 QSO
3762570 52.384998 -0.030247 3249.4292605 19.72 0.24 0.28 0.2 0.23 64 0.378 66 0.308 65 0.333 1.98 -25.822 QSO
3763131 50.348665 0.842306 2354.0984868 19.6 -0.04 0.27 -0.02 -0.08 132 1.036 133 0.661 132 0.705 1.19 -24.45 QSO
3763295 54.20544 1.134738 0.9977481 19.83 0.08 0.25 -0.1 0.02 63 0.457 65 0.34 65 0.445 1.06 -23.955 QSO
3763428 51.462869 -0.381159 3321.033801 19.73 0.13 0.31 -0.06 0.14 68 0.398 71 0.258 70 0.298 1.06 -24.123 QSO
3763662 50.791741 0.2589 2138.2374834 18.66 0.06 0.02 -0.2 0.03 68 0.398 70 0.333 69 0.389 0.94 -24.685 QSO
3764017 50.132114 -0.858383 3238.8103654 19.67 0.2 0.09 0.22 0.09 64 1.162 65 0.907 65 0.828 1.58 -24.86 QSO
